1|0|0
2|0|1
3|0|4
4|0|38
5|0|44
6|0|49
7|0|51
8|0|52
9|0|55
10|0|89
11|0|95
12|0|96
13|0|97
14|0|99
15|0|104
16|0|105
17|0|106
18|0|108
19|0|113
20|0|117
21|0|118
22|0|120
23|0|121
24|0|124
25|0|132
26|0|137
27|0|138
28|0|142
29|0|143
30|0|151
31|0|152
32|0|158
33|0|164
34|0|165
35|0|171
36|0|172
37|0|178
38|0|192
39|0|195
40|0|199
41|0|204
42|0|206
43|0|207
44|0|210
45|0|244
46|0|250
47|0|253
48|0|254
49|0|255
50|0|257
51|0|258
52|0|259
53|0|260
54|0|261
55|0|262
56|0|264
57|0|269
58|0|271
59|0|272
60|0|275
61|0|309
62|0|315
63|0|320
64|0|322
65|0|323
66|0|326
67|0|360
68|0|366
69|0|371
70|0|373
71|0|374
72|0|377
73|0|411
74|0|417
75|0|424
76|0|428
77|0|462
78|0|468
79|0|473
80|0|475
81|0|476
82|0|479
83|0|513
84|0|519
85|0|526
86|0|530
87|0|564
88|1|0
89|1|4
90|1|38
91|1|44
92|1|51
93|1|55
94|1|89
95|1|95
96|1|98
97|1|99
98|1|102
99|1|107
100|1|109
101|1|110
102|1|113
103|1|147
104|1|153
105|1|160
106|1|164
107|1|198
108|1|204
109|1|208
110|1|211
111|1|212
112|1|214
113|1|215
114|1|218
115|1|225
116|1|229
117|1|263
118|1|269
119|1|276
120|1|280
121|1|314
122|1|320
123|1|327
124|1|331
125|1|365
126|1|371
127|1|378
128|1|382
129|1|416
130|1|422
131|1|427
132|1|429
133|1|430
134|1|433
135|1|467
136|1|473
137|1|478
138|1|480
139|1|481
140|1|484
141|1|518
142|1|524
143|1|531
144|1|535
145|1|569
146|1|575
147|1|582
148|1|586
149|1|620
150|1|626
151|1|631
152|1|633
153|1|634
154|1|637
155|1|671
156|1|677
157|1|682
158|1|722
159|1|728
160|1|731
161|1|735
162|1|738
163|1|739
164|1|742
165|1|743
166|1|745
167|1|746
168|1|749
169|1|754
170|1|756
171|1|757
172|1|760
173|1|794
174|1|800
175|1|807
176|1|811
177|1|845
178|1|851
179|1|856
180|1|858
181|1|859
182|1|862
183|1|896
184|1|902
185|1|907
186|1|909
187|1|910
188|1|913
189|1|947
190|1|953
191|1|958
192|1|960
193|1|961
194|1|964
195|1|998
196|1|1004
197|1|1009
198|2|0
199|2|4
200|2|38
201|2|44
202|2|49
203|2|51
204|2|52
205|2|55
206|2|89
207|2|95
208|2|100
209|2|140
210|2|146
211|2|151
212|2|153
213|2|154
214|2|157
215|2|191
216|2|197
217|2|204
218|2|208
219|2|242
220|2|248
221|2|253
222|2|255
223|2|256
224|2|259
225|2|293
226|2|299
227|2|304
228|2|306
229|2|307
230|2|310
231|2|344
232|2|350
233|2|353
234|2|357
235|2|364
236|2|368
237|2|402
238|2|408
239|2|415
240|2|419
241|2|453
242|2|459
243|2|466
244|2|470
245|2|504
246|2|510
247|2|516
248|2|519
249|2|521
250|2|522
251|2|523
252|2|526
253|2|528
254|2|529
255|2|530
256|2|533
257|2|534
258|2|536
259|2|537
260|2|540
261|2|547
262|2|551
263|2|585
264|2|591
265|2|598
266|2|602
267|2|636
268|2|642
269|2|649
270|2|653
271|2|687
272|2|693
273|2|700
274|2|704
275|2|738
276|2|744
277|2|751
278|2|755
279|2|789
280|2|795
281|2|802
282|2|806
283|2|840
284|2|846
285|2|853
286|2|857
287|2|891
288|2|897
289|2|904
290|2|908
291|2|942
292|2|948
293|2|955
294|2|959
295|2|993
296|2|999
297|3|0
298|3|4
299|3|38
300|3|44
301|3|51
302|3|55
303|3|89
304|3|95
305|3|102
306|3|106
307|3|140
308|3|146
309|3|153
310|3|157
311|3|191
312|3|197
313|3|204
314|3|208
315|3|242
316|3|248
317|3|251
318|3|252
319|3|253
320|3|255
321|3|259
322|3|260
323|3|262
324|3|263
325|3|266
326|3|267
327|3|269
328|3|276
329|3|280
330|3|314
331|3|320
332|3|327
333|3|331
334|3|365
335|3|371
336|3|378
337|3|382
338|3|416
339|3|422
340|3|429
341|3|433
342|3|467
343|3|473
344|3|480
345|3|484
346|3|518
347|3|524
348|3|529
349|3|531
350|3|532
351|3|535
352|3|569
353|3|575
354|3|582
355|3|586
356|3|620
357|3|626
358|3|633
359|3|637
360|3|671
361|3|677
362|3|684
363|3|688
364|3|722
365|3|728
366|3|735
367|3|739
368|3|773
369|3|779
370|3|786
371|3|790
372|3|824
373|3|830
374|3|833
375|3|835
376|3|842
377|3|844
378|3|845
379|3|848
380|3|882
381|3|888
382|3|891
383|3|893
384|3|895
385|3|896
386|3|900
387|3|902
388|3|907
389|3|909
390|3|910
391|3|913
392|3|947
393|3|953
394|3|960
395|3|964
396|3|998
397|3|1004
398|4|0
399|4|4
400|4|38
401|4|44
402|4|49
403|4|89
404|4|95
405|4|100
406|4|102
407|4|103
408|4|106
409|4|140
410|4|146
411|4|151
412|4|153
413|4|154
414|4|157
415|4|191
416|4|197
417|4|204
418|4|208
419|4|242
420|4|248
421|4|255
422|4|259
423|4|293
424|4|299
425|4|306
426|4|310
427|4|344
428|4|350
429|4|357
430|4|361
431|4|395
432|4|401
433|4|408
434|4|412
435|4|446
436|4|452
437|4|459
438|4|463
439|4|497
440|4|503
441|4|510
442|4|514
443|4|548
444|4|554
445|4|561
446|4|568
447|4|572
448|4|606
449|4|612
450|4|619
451|4|623
452|4|657
453|4|663
454|4|667
455|4|668
456|4|670
457|4|671
458|4|674
459|4|675
460|4|677
461|4|682
462|4|684
463|4|685
464|4|688
465|4|722
466|4|728
467|4|733
468|4|735
469|4|736
470|4|739
471|4|773
472|4|779
473|4|786
474|4|790
475|4|824
476|4|830
477|4|837
478|4|841
479|4|875
480|4|881
481|4|888
482|4|892
483|4|926
484|4|932
485|4|939
486|4|943
487|4|977
488|4|983
489|5|0
490|5|4
491|5|38
492|5|44
493|5|51
494|5|55
495|5|89
496|5|95
497|5|98
498|5|99
499|5|109
500|5|113
501|5|147
502|5|153
503|5|160
504|5|164
505|5|198
506|5|204
507|5|211
508|5|215
509|5|249
510|5|255
511|5|260
512|5|261
513|5|264
514|5|268
515|5|271
516|5|275
517|5|278
518|5|279
519|5|282
520|5|285
521|5|292
522|5|296
523|5|330
524|5|336
525|5|343
526|5|347
527|5|381
528|5|387
529|5|394
530|5|398
531|5|432
532|5|438
533|5|443
534|5|445
535|5|446
536|5|449
537|5|483
538|5|489
539|5|496
540|5|500
541|5|534
542|5|540
543|5|545
544|5|547
545|5|548
546|5|551
547|5|585
548|5|591
549|5|596
550|5|598
551|5|599
552|5|602
553|5|636
554|5|642
555|5|649
556|5|653
557|5|687
558|5|693
559|5|698
560|5|700
561|5|701
562|5|704
563|5|738
564|5|744
565|5|751
566|5|755
567|5|789
568|5|795
569|5|800
570|5|802
571|5|809
572|5|813
573|5|847
574|5|853
575|5|860
576|5|864
577|5|898
578|5|904
579|5|911
580|5|913
581|5|920
582|5|924
583|5|958
584|5|964
585|5|968
586|5|969
587|5|971
588|5|976
589|5|978
590|5|979
591|5|984
592|5|985
593|5|987
594|5|988
595|5|989
596|5|992
597|5|994
598|5|995
599|5|996
600|5|999
601|5|1001
602|5|1003
603|5|1004
604|5|1006
605|5|1015
606|6|0
607|6|1
608|6|4
609|6|38
610|6|44
611|6|49
612|6|51
613|6|52
614|6|55
615|6|89
616|6|95
617|6|102
618|6|106
619|6|140
620|6|146
621|6|151
622|6|153
623|6|154
624|6|157
625|6|191
626|6|197
627|6|204
628|6|208
629|6|242
630|6|248
631|6|255
632|6|259
633|6|293
634|6|299
635|6|306
636|6|310
637|6|344
638|6|350
639|6|357
640|6|361
641|6|395
642|6|401
643|6|408
644|6|412
645|6|446
646|6|452
647|6|459
648|6|463
649|6|497
650|6|503
651|6|506
652|6|507
653|6|510
654|6|517
655|6|521
656|6|555
657|6|561
658|6|568
659|6|569
660|6|570
661|6|575
662|6|582
663|6|586
664|6|620
665|6|626
666|6|633
667|6|637
668|6|671
669|6|677
670|6|684
671|6|688
672|6|722
673|6|728
674|6|735
675|6|739
676|6|773
677|6|779
678|6|786
679|6|790
680|6|824
681|6|830
682|6|835
683|6|875
684|6|881
685|6|886
686|6|888
687|6|889
688|6|892
689|6|926
690|6|932
691|6|937
692|6|939
693|6|940
694|6|943
695|6|977
696|6|983
697|7|0
698|7|4
699|7|38
700|7|44
701|7|51
702|7|55
703|7|89
704|7|95
705|7|102
706|7|106
707|7|140
708|7|146
709|7|153
710|7|157
711|7|191
712|7|197
713|7|204
714|7|208
715|7|242
716|7|248
717|7|255
718|7|259
719|7|293
720|7|299
721|7|306
722|7|310
723|7|344
724|7|350
725|7|357
726|7|361
727|7|395
728|7|401
729|7|406
730|7|446
731|7|452
732|7|457
733|7|459
734|7|460
735|7|463
736|7|497
737|7|503
738|7|510
739|7|514
740|7|548
741|7|554
742|7|559
743|7|561
744|7|562
745|7|565
746|7|599
747|7|605
748|7|610
749|7|612
750|7|613
751|7|616
752|7|650
753|7|656
754|7|663
755|7|667
756|7|701
757|7|707
758|7|714
759|7|718
760|7|752
761|7|758
762|7|765
763|7|769
764|7|803
765|7|809
766|7|814
767|7|816
768|7|817
769|7|820
770|7|854
771|7|860
772|7|865
773|7|867
774|7|868
775|7|871
776|7|905
777|7|911
778|7|916
779|7|918
780|7|919
781|7|922
782|7|956
783|7|962
784|7|969
785|7|973
786|7|1007
787|7|1013
788|7|1018
789|8|0
790|8|4
791|8|38
792|8|44
793|8|51
794|8|55
795|8|89
796|8|95
797|8|102
798|8|106
799|8|140
800|8|146
801|8|153
802|8|157
803|8|191
804|8|197
805|8|204
806|8|208
807|8|242
808|8|248
809|8|255
810|8|259
811|8|293
812|8|299
813|8|306
814|8|310
815|8|344
816|8|350
817|8|355
818|8|357
819|8|358
820|8|361
821|8|395
822|8|401
823|8|408
824|8|412
825|8|446
826|8|452
827|8|457
828|8|459
829|8|460
830|8|463
831|8|497
832|8|503
833|8|510
834|8|514
835|8|548
836|8|554
837|8|561
838|8|565
839|8|599
840|8|605
841|8|610
842|8|612
843|8|613
844|8|616
845|8|650
846|8|656
847|8|661
848|8|663
849|8|664
850|8|667
851|8|701
852|8|707
853|8|712
854|8|714
855|8|715
856|8|718
857|8|752
858|8|758
859|8|763
860|8|765
861|8|766
862|8|769
863|8|803
864|8|809
865|8|814
866|8|816
867|8|817
868|8|820
869|8|854
870|8|860
871|8|865
872|8|867
873|8|868
874|8|871
875|8|905
876|8|911
877|8|916
878|8|918
879|8|919
880|8|922
881|8|956
882|8|962
883|8|969
884|8|973
885|8|1007
886|8|1013
887|9|0
888|9|4
889|9|38
890|9|44
891|9|51
892|9|55
893|9|89
894|9|95
895|9|102
896|9|106
897|9|140
898|9|146
899|9|153
900|9|157
901|9|191
902|9|197
903|9|204
904|9|208
905|9|242
906|9|248
907|9|255
908|9|259
909|9|293
910|9|299
911|9|306
912|9|310
913|9|344
914|9|350
915|9|357
916|9|361
917|9|395
918|9|401
919|9|408
920|9|412
921|9|446
922|9|452
923|9|459
924|9|463
925|9|497
926|9|503
927|9|510
928|9|514
929|9|548
930|9|554
931|9|561
932|9|565
933|9|599
934|9|605
935|9|612
936|9|616
937|9|650
938|9|656
939|9|663
940|9|667
941|9|701
942|9|707
943|9|714
944|9|718
945|9|752
946|9|758
947|9|765
948|9|769
949|9|803
950|9|809
951|9|812
952|9|814
953|9|821
954|9|828
955|9|837
956|9|841
957|9|875
958|9|881
959|9|888
960|9|892
961|9|926
962|9|932
963|9|939
964|9|943
965|9|977
966|9|983
967|10|0
968|10|1
969|10|160
970|10|166
971|10|173
972|10|177
973|10|188
974|10|211
975|10|217
976|10|224
977|10|228
978|10|262
979|10|268
980|10|275
981|10|279
982|10|313
983|10|319
984|10|326
985|10|330
986|10|364
987|10|370
988|10|377
989|10|381
990|10|415
991|10|421
992|10|428
993|10|432
994|10|466
995|10|472
996|10|479
997|10|483
998|10|517
999|10|523
1000|10|530
1001|10|534
1002|10|568
1003|10|574
1004|10|581
1005|10|585
1006|10|619
1007|10|625
1008|10|632
1009|10|636
1010|10|670
1011|10|676
1012|10|683
1013|10|687
1014|10|721
1015|10|727
1016|10|734
1017|10|738
1018|10|772
1019|10|778
1020|10|785
1021|10|789
1022|10|823
1023|10|829
1024|10|836
1025|10|840
1026|10|874
1027|10|880
1028|10|887
1029|10|891
1030|10|925
1031|10|931
1032|10|938
1033|10|942
1034|10|976
1035|10|982
1036|11|0
1037|11|8
1038|11|15
1039|11|23
1040|11|30
1041|11|38
1042|11|45
1043|11|53
1044|11|60
1045|11|68
1046|11|75
1047|11|83
1048|11|90
1049|11|98
1050|11|105
1051|11|113
1052|11|120
1053|11|128
1054|11|135
1055|11|143
1056|11|150
1057|11|158
1058|11|165
1059|11|173
1060|11|180
1061|11|188
1062|11|195
1063|11|203
1064|11|210
1065|11|218
1066|11|225
1067|11|233
1068|11|240
1069|11|248
1070|11|255
1071|11|263
1072|11|270
1073|11|278
1074|11|285
1075|11|293
1076|11|300
1077|11|308
1078|11|315
1079|11|323
1080|11|330
1081|11|338
1082|11|345
1083|11|353
1084|11|360
1085|11|368
1086|11|375
1087|11|383
1088|11|390
1089|11|398
1090|11|405
1091|11|413
1092|11|420
1093|11|428
1094|11|435
1095|11|443
1096|11|450
1097|11|458
1098|11|465
1099|11|473
1100|11|480
1101|11|488
1102|11|495
1103|11|503
1104|11|510
1105|11|518
1106|11|525
1107|11|533
1108|11|540
1109|11|548
1110|11|555
1111|11|558
1112|11|562
1113|11|566
1114|11|573
1115|11|575
1116|11|577
1117|11|600
1118|11|606
1119|11|609
1120|11|613
1121|11|617
1122|11|624
1123|11|626
1124|11|628
1125|11|651
1126|11|657
1127|11|660
1128|11|664
1129|11|668
1130|11|675
1131|11|677
1132|11|679
1133|11|702
1134|11|708
1135|11|711
1136|11|715
1137|11|719
1138|11|726
1139|11|728
1140|11|730
1141|11|753
1142|11|759
1143|11|760
